,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
CALR1,9.53E-157,1.1074991,0.964,0.827,2.13E-152,7,CALR
BID1,7.84E-156,0.5465166,0.881,0.418,1.76E-151,7,BID
PYGL,3.13E-155,0.2965649,0.611,0.16,7.01E-151,7,PYGL
MTDH,1.27E-154,0.7605978,0.945,0.763,2.84E-150,7,MTDH
FABP52,1.53E-154,0.7773673,0.977,0.705,3.43E-150,7,FABP5
SRGN2,1.13E-152,1.7109161,0.887,0.418,2.53E-148,7,SRGN
SPINK21,1.96E-152,0.3303136,0.501,0.103,4.40E-148,7,SPINK2
SNRNP25,4.76E-152,0.626073,0.951,0.701,1.07E-147,7,SNRNP25
RPLP11,1.09E-149,0.3316718,1,0.999,2.45E-145,7,RPLP1
LITAF,1.69E-148,0.3637198,0.543,0.128,3.78E-144,7,LITAF
RPS6KA1,7.34E-148,0.2816057,0.694,0.214,1.64E-143,7,RPS6KA1
CYBA3,3.20E-147,0.7545701,0.975,0.733,7.17E-143,7,CYBA
MAPKAPK31,3.84E-146,0.4641463,0.896,0.449,8.59E-142,7,MAPKAPK3
SYNGR11,3.07E-145,0.2576962,0.529,0.124,6.88E-141,7,SYNGR1
GTF3A1,5.35E-145,0.6224553,0.964,0.746,1.20E-140,7,GTF3A
LTC4S1,1.51E-144,0.3748096,0.631,0.173,3.38E-140,7,LTC4S
IKZF11,3.42E-144,0.3057309,0.713,0.233,7.66E-140,7,IKZF1
WAS1,1.44E-143,0.3742199,0.826,0.305,3.21E-139,7,WAS
LRPAP1,7.78E-141,0.5402534,0.911,0.516,1.74E-136,7,LRPAP1
ARRB21,2.57E-140,0.4091872,0.847,0.362,5.75E-136,7,ARRB2
MYO1F1,4.75E-140,0.3212646,0.758,0.26,1.06E-135,7,MYO1F
COX8A,6.33E-140,0.4667286,0.991,0.913,1.42E-135,7,COX8A
CEBPB,3.25E-137,0.4881972,0.86,0.408,7.28E-133,7,CEBPB
MCRIP21,4.53E-136,0.4313826,0.836,0.395,1.01E-131,7,MCRIP2
ABI3,1.13E-135,0.3141413,0.325,0.052,2.52E-131,7,ABI3
MYDGF1,7.05E-134,0.5925383,0.955,0.719,1.58E-129,7,MYDGF
IMPDH1,7.23E-134,0.2648696,0.641,0.197,1.62E-129,7,IMPDH1
RPS22,2.59E-133,0.4018585,1,0.998,5.79E-129,7,RPS2
NPM31,6.27E-133,0.5773054,0.936,0.663,1.40E-128,7,NPM3
PHF19,9.81E-133,0.4110096,0.849,0.394,2.20E-128,7,PHF19
SRM2,1.51E-132,0.7197871,0.947,0.735,3.38E-128,7,SRM
ZFP36L21,7.25E-132,0.7109606,0.907,0.536,1.62E-127,7,ZFP36L2
SLC25A19,1.15E-131,0.2861716,0.607,0.188,2.58E-127,7,SLC25A19
RPS292,1.08E-128,0.3571246,1,0.988,2.43E-124,7,RPS29
RPL361,4.00E-127,0.3311191,0.998,0.99,8.94E-123,7,RPL36
YDJC1,8.93E-127,0.4567675,0.887,0.489,2.00E-122,7,YDJC
MMP9,4.19E-126,0.4499635,0.217,0.024,9.38E-122,7,MMP9
JTB,1.14E-125,0.5174177,0.958,0.808,2.56E-121,7,JTB
MFSD10,1.94E-125,0.4123116,0.853,0.406,4.34E-121,7,MFSD10
MRPL23,4.46E-124,0.4727019,0.938,0.659,9.99E-120,7,MRPL23
CDCA71,1.17E-123,0.3979897,0.828,0.369,2.62E-119,7,CDCA7
NCF4,2.18E-122,0.283619,0.584,0.164,4.89E-118,7,NCF4
MRPS121,2.76E-122,0.5762263,0.936,0.685,6.18E-118,7,MRPS12
RNF130,4.84E-122,0.3363761,0.76,0.31,1.08E-117,7,RNF130
CMTM7,2.38E-120,0.2844678,0.715,0.263,5.32E-116,7,CMTM7
CRELD21,8.52E-120,0.4610128,0.783,0.338,1.91E-115,7,CRELD2
CD442,3.39E-119,0.3024772,0.837,0.326,7.60E-115,7,CD44
CKLF1,6.03E-118,0.5197599,0.945,0.651,1.35E-113,7,CKLF
RPL35,8.13E-118,0.2638654,1,0.993,1.82E-113,7,RPL35
MRPL121,3.25E-116,0.5597419,0.962,0.81,7.27E-112,7,MRPL12
RAB321,1.35E-115,0.5383983,0.943,0.622,3.02E-111,7,RAB32
C19orf24,2.30E-115,0.4414977,0.904,0.596,5.16E-111,7,C19orf24
ATP5MC1,2.94E-115,0.4559766,0.974,0.845,6.57E-111,7,ATP5MC1
PRR131,1.29E-114,0.471017,0.974,0.781,2.88E-110,7,PRR13
TMA7,4.41E-114,0.3685448,0.994,0.95,9.87E-110,7,TMA7
METTL261,2.21E-113,0.4910299,0.949,0.718,4.94E-109,7,METTL26
HINT12,7.22E-113,0.4119709,0.996,0.928,1.61E-108,7,HINT1
RPS211,2.62E-112,0.3255221,0.998,0.971,5.87E-108,7,RPS21
UQCR10,5.85E-112,0.4116848,0.992,0.918,1.31E-107,7,UQCR10
SLC38A11,1.07E-111,0.2967638,0.75,0.294,2.40E-107,7,SLC38A1
AC084033.31,2.26E-111,0.4833928,0.783,0.37,5.06E-107,7,AC084033.3
DCTPP12,3.82E-111,0.5354818,0.922,0.628,8.55E-107,7,DCTPP1
LTB,5.78E-111,0.2637519,0.263,0.04,1.29E-106,7,LTB
RPSA1,2.72E-110,0.3445727,1,0.974,6.09E-106,7,RPSA
SS18L2,3.60E-110,0.4409915,0.919,0.617,8.06E-106,7,SS18L2
SIVA1,1.05E-109,0.4707735,0.949,0.791,2.35E-105,7,SIVA1
MT.CO3,4.06E-109,0.4279295,0.996,0.985,9.09E-105,7,MT.CO3
RPL27A1,1.17E-108,0.2865041,1,0.997,2.61E-104,7,RPL27A
PMAIP1,7.94E-107,0.2791863,0.601,0.201,1.78E-102,7,PMAIP1
AC004687.11,1.07E-106,0.450921,0.798,0.356,2.38E-102,7,AC004687.1
GRK2,1.41E-106,0.2960846,0.752,0.318,3.15E-102,7,GRK2
MINOS11,1.81E-106,0.4303935,0.972,0.84,4.05E-102,7,MINOS1
NDUFAF8,2.02E-105,0.4676501,0.953,0.789,4.52E-101,7,NDUFAF8
LBR,2.34E-104,0.3308489,0.864,0.447,5.23E-100,7,LBR
RPL271,2.78E-104,0.2796044,1,0.985,6.23E-100,7,RPL27
POU2F2,9.63E-104,0.278138,0.497,0.146,2.15E-99,7,POU2F2
TXNL4A,2.12E-103,0.4563677,0.953,0.735,4.74E-99,7,TXNL4A
ARHGDIB2,1.68E-102,0.5984315,0.992,0.757,3.75E-98,7,ARHGDIB
NHP21,3.01E-102,0.4703636,0.962,0.803,6.73E-98,7,NHP2
MLEC,3.18E-102,0.4407095,0.919,0.616,7.11E-98,7,MLEC
IRF2BP2,3.58E-102,0.4020599,0.832,0.489,8.01E-98,7,IRF2BP2
DDX211,3.44E-101,0.5386131,0.945,0.717,7.70E-97,7,DDX21
CCL2,6.78E-101,0.8467384,0.365,0.085,1.52E-96,7,CCL2
CCL3,1.56E-100,0.281979,0.181,0.021,3.50E-96,7,CCL3
XBP11,2.57E-100,0.4703691,0.868,0.512,5.75E-96,7,XBP1
PRELID1,5.56E-100,0.4890102,0.981,0.853,1.25E-95,7,PRELID1
CISD31,1.78E-99,0.3672307,0.809,0.437,3.98E-95,7,CISD3
COTL12,1.80E-99,0.5190711,0.983,0.698,4.02E-95,7,COTL1
RPL281,3.83E-99,0.2660581,1,0.998,8.56E-95,7,RPL28
TYMP1,3.67E-98,0.3633944,0.756,0.337,8.21E-94,7,TYMP
TMEM147,4.31E-98,0.4678631,0.921,0.716,9.64E-94,7,TMEM147
FAM136A1,7.15E-98,0.4453806,0.892,0.597,1.60E-93,7,FAM136A
OAZ12,1.49E-97,0.3680909,0.996,0.953,3.34E-93,7,OAZ1
ISOC2,2.62E-96,0.4093646,0.919,0.6,5.87E-92,7,ISOC2
TMED3,6.38E-96,0.4013005,0.913,0.636,1.43E-91,7,TMED3
GPATCH4,2.06E-95,0.3840358,0.798,0.436,4.62E-91,7,GPATCH4
RPL291,4.28E-95,0.2914244,1,0.992,9.59E-91,7,RPL29
RPL18A1,4.79E-95,0.281483,1,0.994,1.07E-90,7,RPL18A
RPS121,2.34E-94,0.2833852,1,0.997,5.24E-90,7,RPS12
CHCHD7,3.05E-94,0.3402996,0.89,0.562,6.82E-90,7,CHCHD7
AL034397.31,9.44E-94,0.2943973,0.76,0.313,2.11E-89,7,AL034397.3
HMGN21,1.74E-93,0.4696092,0.987,0.9,3.88E-89,7,HMGN2
RAC22,4.79E-93,0.29988,0.881,0.414,1.07E-88,7,RAC2
C20orf271,9.78E-93,0.4077984,0.89,0.545,2.19E-88,7,C20orf27
LSM71,1.88E-92,0.4014565,0.985,0.85,4.21E-88,7,LSM7
PPP6R1,6.05E-92,0.257654,0.754,0.357,1.35E-87,7,PPP6R1
SLC27A5,6.05E-91,0.3085676,0.758,0.373,1.35E-86,7,SLC27A5
SLC43A3,9.69E-91,0.2950069,0.756,0.349,2.17E-86,7,SLC43A3
LRRFIP1,3.24E-90,0.3502638,0.877,0.522,7.25E-86,7,LRRFIP1
FAM96A,4.35E-90,0.3718976,0.938,0.658,9.73E-86,7,FAM96A
PLP21,5.21E-90,0.2970197,0.76,0.332,1.17E-85,7,PLP2
AURKAIP1,7.79E-89,0.3903184,0.97,0.861,1.74E-84,7,AURKAIP1
TIMM13,9.53E-88,0.4294064,0.981,0.872,2.13E-83,7,TIMM13
ATP6V0B,2.48E-87,0.42623,0.941,0.755,5.54E-83,7,ATP6V0B
MGST1,3.58E-86,0.3751784,0.824,0.455,8.01E-82,7,MGST1
FAM49B,4.19E-86,0.3355115,0.847,0.477,9.38E-82,7,FAM49B
PGAM11,6.85E-86,0.395322,0.981,0.829,1.53E-81,7,PGAM1
MRPL111,8.83E-86,0.3607974,0.943,0.718,1.98E-81,7,MRPL11
ATP6V1B2,1.36E-85,0.2779098,0.692,0.306,3.04E-81,7,ATP6V1B2
DGKZ1,5.29E-85,0.2676107,0.802,0.409,1.18E-80,7,DGKZ
RAB311,7.72E-85,0.3423967,0.904,0.52,1.73E-80,7,RAB31
RPS131,7.98E-85,0.2588425,1,0.988,1.79E-80,7,RPS13
ATP5F1D,1.04E-84,0.3245092,0.981,0.886,2.33E-80,7,ATP5F1D
MZT2A,2.79E-84,0.3623847,0.97,0.778,6.23E-80,7,MZT2A
RPL22L12,2.89E-84,0.4542656,0.985,0.86,6.47E-80,7,RPL22L1
SNHG191,8.17E-84,0.3034875,0.856,0.477,1.83E-79,7,SNHG19
TFDP1,8.57E-84,0.3390201,0.866,0.528,1.92E-79,7,TFDP1
TNFRSF1A1,8.74E-84,0.2748418,0.837,0.449,1.96E-79,7,TNFRSF1A
SSU72,3.04E-83,0.3787186,0.96,0.798,6.80E-79,7,SSU72
POP7,4.13E-83,0.3806966,0.905,0.6,9.25E-79,7,POP7
MRPS34,1.08E-82,0.4240474,0.951,0.774,2.41E-78,7,MRPS34
CLEC11A1,4.36E-82,0.3990091,0.868,0.52,9.75E-78,7,CLEC11A
STARD7,5.28E-82,0.2887588,0.877,0.55,1.18E-77,7,STARD7
H2AFY1,9.31E-82,0.3741862,0.962,0.757,2.08E-77,7,H2AFY
DHCR241,4.12E-81,0.2670165,0.792,0.401,9.23E-77,7,DHCR24
MYB1,5.65E-81,0.3228155,0.605,0.249,1.26E-76,7,MYB
RPS61,9.17E-81,0.2755403,1,0.994,2.05E-76,7,RPS6
CD74,9.35E-80,0.4551325,0.352,0.094,2.09E-75,7,CD74
TUBA1B,2.40E-79,0.442845,1,0.947,5.37E-75,7,TUBA1B
RPL121,1.54E-78,0.2665116,1,0.992,3.44E-74,7,RPL12
MT.ND12,1.68E-78,0.4057141,0.966,0.925,3.75E-74,7,MT.ND1
NOP561,3.67E-78,0.3889977,0.913,0.661,8.22E-74,7,NOP56
RHOG1,2.37E-77,0.3570483,0.936,0.625,5.31E-73,7,RHOG
SRSF9,2.67E-77,0.3691943,0.962,0.839,5.97E-73,7,SRSF9
PTPMT1,1.54E-76,0.3117316,0.828,0.511,3.44E-72,7,PTPMT1
TESC3,1.65E-76,0.4283887,0.941,0.627,3.69E-72,7,TESC
SPN1,1.82E-76,0.3313158,0.858,0.461,4.08E-72,7,SPN
SDF4,2.91E-76,0.2997338,0.864,0.552,6.51E-72,7,SDF4
ARPC1B1,6.01E-76,0.419379,0.974,0.774,1.35E-71,7,ARPC1B
YBX11,8.70E-76,0.3097274,0.998,0.969,1.95E-71,7,YBX1
MZT2B,5.91E-75,0.3268214,0.979,0.883,1.32E-70,7,MZT2B
MRPL4,1.04E-74,0.3476521,0.898,0.629,2.32E-70,7,MRPL4
TOMM401,2.84E-74,0.3920906,0.9,0.612,6.35E-70,7,TOMM40
MRPL33,8.69E-74,0.3127307,0.949,0.751,1.95E-69,7,MRPL33
PCLAF2,9.42E-74,0.4420839,0.979,0.744,2.11E-69,7,PCLAF
MT.ND6,1.37E-73,0.3264696,0.817,0.484,3.06E-69,7,MT.ND6
OSTF1,6.72E-73,0.2583977,0.788,0.414,1.50E-68,7,OSTF1
ZDHHC12,7.02E-73,0.3077167,0.888,0.587,1.57E-68,7,ZDHHC12
ATP5MC3,1.01E-72,0.3431846,0.994,0.926,2.25E-68,7,ATP5MC3
RASGRP21,1.37E-72,0.3006885,0.879,0.499,3.06E-68,7,RASGRP2
SAT11,1.89E-72,0.4580541,0.853,0.485,4.23E-68,7,SAT1
CHPT1,4.30E-72,0.252992,0.745,0.389,9.61E-68,7,CHPT1
NDUFB10,2.81E-71,0.3277252,0.966,0.846,6.29E-67,7,NDUFB10
ZNF593,5.21E-71,0.3291764,0.887,0.634,1.17E-66,7,ZNF593
H2AFV1,4.79E-70,0.3372457,0.962,0.835,1.07E-65,7,H2AFV
POLE4,4.80E-70,0.2735445,0.854,0.536,1.07E-65,7,POLE4
MRPL57,7.60E-70,0.362101,0.949,0.827,1.70E-65,7,MRPL57
H2AFZ1,8.04E-70,0.3769645,0.998,0.954,1.80E-65,7,H2AFZ
ALAS1,1.14E-69,0.2991451,0.552,0.225,2.55E-65,7,ALAS1
SIGMAR1,1.43E-69,0.2721145,0.783,0.446,3.20E-65,7,SIGMAR1
LSM10,1.53E-69,0.3132354,0.902,0.624,3.42E-65,7,LSM10
PEBP11,2.16E-69,0.3543749,0.94,0.758,4.83E-65,7,PEBP1
MRPL20,2.56E-69,0.3420357,0.964,0.813,5.73E-65,7,MRPL20
CST7,4.64E-69,0.3954159,0.35,0.103,1.04E-64,7,CST7
NOP16,5.93E-69,0.3517616,0.788,0.478,1.33E-64,7,NOP16
RPS171,9.04E-69,0.2573857,0.996,0.972,2.02E-64,7,RPS17
CENPX1,3.08E-68,0.3875569,0.936,0.752,6.89E-64,7,CENPX
SDHB,1.06E-67,0.2787226,0.907,0.601,2.38E-63,7,SDHB
PDCD5,1.36E-67,0.3395543,0.96,0.812,3.03E-63,7,PDCD5
KIF22,1.37E-67,0.2570537,0.786,0.42,3.06E-63,7,KIF22
HEBP2,5.07E-67,0.3045049,0.887,0.616,1.13E-62,7,HEBP2
C1QBP2,1.49E-66,0.3814856,0.985,0.845,3.34E-62,7,C1QBP
COA6,2.77E-66,0.277753,0.866,0.547,6.21E-62,7,COA6
DDX18,3.02E-66,0.3391275,0.926,0.711,6.76E-62,7,DDX18
DNPH1,4.67E-66,0.3079003,0.921,0.652,1.04E-61,7,DNPH1
STOML2,5.05E-66,0.3424358,0.968,0.793,1.13E-61,7,STOML2
PAK2,5.55E-66,0.2685787,0.919,0.637,1.24E-61,7,PAK2
PABPC11,6.84E-66,0.292154,0.991,0.904,1.53E-61,7,PABPC1
PGP,7.21E-66,0.3348952,0.911,0.682,1.61E-61,7,PGP
TFAM,2.72E-64,0.2808411,0.817,0.49,6.09E-60,7,TFAM
SRRM1,3.37E-64,0.3138104,0.951,0.792,7.55E-60,7,SRRM1
ACTR2,1.30E-63,0.29123,0.936,0.7,2.92E-59,7,ACTR2
HIGD2A1,1.40E-63,0.2940383,0.97,0.81,3.13E-59,7,HIGD2A
CTDNEP1,3.32E-63,0.2743715,0.887,0.62,7.42E-59,7,CTDNEP1
GPI,4.55E-63,0.2621835,0.837,0.524,1.02E-58,7,GPI
ELP5,5.00E-63,0.2621746,0.856,0.557,1.12E-58,7,ELP5
BOLA3,5.50E-63,0.3368099,0.915,0.679,1.23E-58,7,BOLA3
RANBP11,1.31E-62,0.3693806,0.975,0.872,2.93E-58,7,RANBP1
OGFRL11,1.72E-62,0.2747453,0.501,0.201,3.85E-58,7,OGFRL1
ODC11,2.18E-62,0.381129,0.919,0.654,4.88E-58,7,ODC1
PPM1G,2.35E-62,0.3087339,0.945,0.745,5.25E-58,7,PPM1G
ALYREF1,2.58E-62,0.2954282,0.887,0.63,5.77E-58,7,ALYREF
IMP4,1.11E-61,0.2599376,0.817,0.504,2.48E-57,7,IMP4
DBI1,1.31E-61,0.3277358,0.972,0.842,2.93E-57,7,DBI
RPS26,2.71E-61,0.2892314,0.996,0.957,6.06E-57,7,RPS26
CDK2AP2,3.38E-61,0.2516146,0.82,0.493,7.57E-57,7,CDK2AP2
CTSC1,9.14E-61,0.2530167,0.913,0.577,2.05E-56,7,CTSC
MIF2,2.10E-60,0.3271409,0.962,0.77,4.70E-56,7,MIF
MRPS261,3.26E-60,0.3277295,0.875,0.602,7.29E-56,7,MRPS26
MANF,4.32E-60,0.3726928,0.909,0.642,9.67E-56,7,MANF
SERP11,7.52E-60,0.2800613,0.97,0.857,1.68E-55,7,SERP1
BASP11,1.05E-59,0.3073643,0.749,0.432,2.34E-55,7,BASP1
CYCS1,1.19E-59,0.386894,0.968,0.844,2.66E-55,7,CYCS
MT.ND3,1.98E-59,0.2716398,0.972,0.933,4.44E-55,7,MT.ND3
AK2,1.99E-59,0.273039,0.888,0.59,4.45E-55,7,AK2
IMP3,3.29E-59,0.2924753,0.894,0.637,7.36E-55,7,IMP3
MRPL34,1.46E-58,0.3084686,0.936,0.73,3.28E-54,7,MRPL34
MRPL41,1.62E-58,0.2972024,0.975,0.847,3.64E-54,7,MRPL41
TOMM22,2.04E-58,0.3110259,0.96,0.796,4.57E-54,7,TOMM22
NDUFB21,3.91E-58,0.2520301,0.987,0.892,8.75E-54,7,NDUFB2
LSM6,1.29E-57,0.2650294,0.932,0.707,2.89E-53,7,LSM6
RWDD1,2.26E-57,0.2747438,0.962,0.797,5.06E-53,7,RWDD1
SNRPG1,2.17E-56,0.2903548,0.987,0.902,4.85E-52,7,SNRPG
SNRPB1,2.65E-56,0.3091911,0.981,0.87,5.92E-52,7,SNRPB
EBNA1BP21,2.73E-56,0.2748744,0.868,0.576,6.11E-52,7,EBNA1BP2
EEF1B21,3.30E-56,0.2708677,0.994,0.956,7.39E-52,7,EEF1B2
PHB,4.01E-56,0.2902716,0.957,0.794,8.97E-52,7,PHB
HIST1H4C3,4.05E-56,0.6656686,0.947,0.787,9.05E-52,7,HIST1H4C
PNP,4.21E-56,0.2814799,0.796,0.459,9.42E-52,7,PNP
DDT,1.88E-55,0.276455,0.96,0.791,4.21E-51,7,DDT
TOMM5,2.38E-55,0.2590109,0.847,0.565,5.32E-51,7,TOMM5
DNMT1,7.39E-55,0.2724192,0.9,0.644,1.65E-50,7,DNMT1
TMEM160,1.11E-54,0.2699224,0.96,0.771,2.49E-50,7,TMEM160
TIMM10,1.33E-54,0.2739364,0.949,0.735,2.97E-50,7,TIMM10
PPP1R182,2.84E-54,0.2666513,0.854,0.509,6.36E-50,7,PPP1R18
LSM5,3.35E-54,0.2521791,0.968,0.838,7.51E-50,7,LSM5
UQCRFS1,6.13E-54,0.2819515,0.968,0.813,1.37E-49,7,UQCRFS1
HSPE11,9.05E-54,0.356158,0.979,0.911,2.03E-49,7,HSPE1
MSN1,1.31E-53,0.2544097,0.949,0.701,2.93E-49,7,MSN
SLC16A31,4.84E-53,0.2896021,0.921,0.621,1.08E-48,7,SLC16A3
GADD45GIP1,1.69E-52,0.2706202,0.966,0.851,3.79E-48,7,GADD45GIP1
DUT1,2.71E-52,0.3223247,0.977,0.811,6.07E-48,7,DUT
SNHG25,3.55E-52,0.2720594,0.951,0.752,7.94E-48,7,SNHG25
NME41,4.40E-52,0.3080067,0.957,0.828,9.86E-48,7,NME4
HSPA51,1.08E-51,0.396323,0.902,0.677,2.43E-47,7,HSPA5
ARPC21,1.59E-51,0.2964279,0.981,0.885,3.56E-47,7,ARPC2
TUFM1,2.24E-51,0.298081,0.951,0.791,5.02E-47,7,TUFM
EI24,2.45E-51,0.2723123,0.924,0.708,5.49E-47,7,EI24
RPS19BP11,7.11E-51,0.3073453,0.958,0.81,1.59E-46,7,RPS19BP1
MRPL18,8.13E-51,0.2632135,0.905,0.699,1.82E-46,7,MRPL18
PKIB1,8.39E-51,0.3838584,0.805,0.518,1.88E-46,7,PKIB
SERPINB13,1.47E-50,0.4422313,0.913,0.622,3.29E-46,7,SERPINB1
CHCHD21,1.95E-50,0.264412,0.989,0.937,4.35E-46,7,CHCHD2
DEK1,3.74E-50,0.2951787,0.941,0.738,8.36E-46,7,DEK
PARP12,4.33E-50,0.2779408,0.921,0.697,9.69E-46,7,PARP1
CHCHD101,2.34E-49,0.3374642,0.953,0.79,5.23E-45,7,CHCHD10
SRSF2,4.53E-49,0.3057875,0.968,0.824,1.01E-44,7,SRSF2
LYAR,2.49E-48,0.2578368,0.798,0.523,5.57E-44,7,LYAR
DCXR,3.97E-48,0.2553529,0.945,0.744,8.89E-44,7,DCXR
YBX3,6.39E-48,0.3132307,0.917,0.763,1.43E-43,7,YBX3
HNRNPAB,4.44E-47,0.2805031,0.941,0.765,9.93E-43,7,HNRNPAB
HMGA14,1.50E-45,0.3094644,0.985,0.914,3.37E-41,7,HMGA1
PPP1R14B,5.06E-45,0.3134072,0.917,0.774,1.13E-40,7,PPP1R14B
B2M2,2.29E-44,0.3302835,0.989,0.889,5.12E-40,7,B2M
NME11,7.44E-44,0.2934636,0.972,0.832,1.66E-39,7,NME1
MRPL36,1.26E-43,0.2702774,0.881,0.66,2.81E-39,7,MRPL36
APRT,1.60E-43,0.2532555,0.977,0.85,3.58E-39,7,APRT
FKBP4,3.41E-43,0.2600017,0.826,0.56,7.63E-39,7,FKBP4
EIF4EBP12,5.19E-43,0.2632431,0.941,0.777,1.16E-38,7,EIF4EBP1
SET2,1.68E-42,0.2999557,0.974,0.873,3.75E-38,7,SET
CYC1,7.93E-42,0.2694703,0.945,0.76,1.77E-37,7,CYC1
P4HB1,4.26E-41,0.3151615,0.951,0.831,9.52E-37,7,P4HB
GNAI21,5.31E-41,0.2581169,0.926,0.731,1.19E-36,7,GNAI2
NCL1,2.54E-40,0.3014187,0.981,0.876,5.69E-36,7,NCL
MYC1,2.51E-39,0.3399308,0.694,0.43,5.63E-35,7,MYC
FTL1,1.48E-37,0.4019635,0.998,0.994,3.30E-33,7,FTL
SRSF71,3.47E-37,0.256592,0.955,0.793,7.75E-33,7,SRSF7
S100A43,5.34E-30,0.3207394,0.985,0.797,1.20E-25,7,S100A4
HBZ1,1.00E-233,2.1708541,0.99,0.857,2.24E-229,8,HBZ
HBE11,6.93E-226,1.8295621,0.996,0.872,1.55E-221,8,HBE1
HBA21,7.00E-216,1.7256752,0.989,0.851,1.57E-211,8,HBA2
HBA12,1.54E-200,1.4821974,0.99,0.865,3.45E-196,8,HBA1
HBG23,7.26E-172,1.4602837,0.992,0.867,1.62E-167,8,HBG2
BLVRB1,8.86E-152,1.3377384,0.893,0.736,1.98E-147,8,BLVRB
ALAS21,2.36E-136,1.0966656,0.858,0.467,5.27E-132,8,ALAS2
PRDX21,8.02E-111,1.2763348,0.839,0.824,1.80E-106,8,PRDX2
HBM1,6.47E-102,1.3679238,0.651,0.308,1.45E-97,8,HBM
GYPB1,7.78E-97,0.9783494,0.833,0.581,1.74E-92,8,GYPB
HBG12,2.55E-85,1.0938358,0.692,0.394,5.72E-81,8,HBG1
GYPA1,9.23E-57,0.8082364,0.531,0.258,2.07E-52,8,GYPA
MYL43,5.90E-54,0.7565923,0.782,0.728,1.32E-49,8,MYL4
SLC25A371,2.42E-46,0.5439729,0.776,0.728,5.42E-42,8,SLC25A37
MGST33,2.14E-41,0.6877278,0.762,0.87,4.78E-37,8,MGST3
AHSP1,2.13E-38,0.811327,0.295,0.119,4.78E-34,8,AHSP
AC104389.41,1.80E-37,0.6198296,0.36,0.176,4.02E-33,8,AC104389.4
C21orf58,1.67E-36,0.3364516,0.092,0.4,3.74E-32,8,C21orf58
GYPC1,2.14E-30,0.6138617,0.705,0.776,4.79E-26,8,GYPC
FECH1,5.01E-30,0.7492066,0.508,0.385,1.12E-25,8,FECH
CCT21,1.26E-26,0.6451634,0.701,0.839,2.82E-22,8,CCT2
TMEM14C1,2.20E-26,0.499328,0.743,0.856,4.93E-22,8,TMEM14C
UROD2,9.75E-24,0.5755394,0.68,0.784,2.18E-19,8,UROD
HMBS1,3.63E-22,0.8747956,0.498,0.434,8.13E-18,8,HMBS
SLC25A391,6.87E-21,0.6377912,0.621,0.705,1.54E-16,8,SLC25A39
HEMGN1,1.01E-20,0.729134,0.316,0.186,2.25E-16,8,HEMGN
KLF11,5.88E-16,0.5931921,0.513,0.456,1.32E-11,8,KLF1
HSP90AA11,2.10E-15,0.4101735,0.883,0.963,4.69E-11,8,HSP90AA1
PKLR1,5.31E-11,0.36015,0.207,0.122,1.19E-06,8,PKLR
DES1,9.83E-10,0.3521641,0.232,0.151,2.20E-05,8,DES
PA2G42,5.70E-09,0.40525,0.661,0.845,1.28E-04,8,PA2G4
SELENBP11,2.01E-08,0.5313734,0.379,0.347,4.51E-04,8,SELENBP1
SNHG12,2.32E-08,0.4483779,0.079,0.187,5.19E-04,8,SNHG12
HIST1H2BN,7.44E-08,0.3548026,0.061,0.154,1.67E-03,8,HIST1H2BN
HSPA8,2.87E-07,0.2637877,0.784,0.938,6.42E-03,8,HSPA8
KRT81,1.37E-139,2.0135809,0.915,0.753,3.08E-135,9,KRT8
KRT181,2.48E-118,1.8739253,0.888,0.775,5.55E-114,9,KRT18
POU5F1B,2.81E-106,0.2879143,0.138,0.008,6.30E-102,9,POU5F1B
KRT191,9.30E-103,1.5008455,0.795,0.449,2.08E-98,9,KRT19
CRABP1,8.58E-83,0.4397829,0.14,0.012,1.92E-78,9,CRABP1
AP1M2,9.63E-76,0.328801,0.162,0.018,2.16E-71,9,AP1M2
CLDN61,3.06E-75,0.6711947,0.212,0.032,6.85E-71,9,CLDN6
S100A101,5.27E-75,1.5216269,0.86,0.819,1.18E-70,9,S100A10
POU5F1,3.04E-73,1.3257335,0.192,0.028,6.81E-69,9,POU5F1
L1TD1,2.46E-70,0.392909,0.158,0.019,5.50E-66,9,L1TD1
TMSB102,3.50E-61,0.6027473,0.99,0.995,7.84E-57,9,TMSB10
ACTG12,1.25E-59,0.6281771,0.962,0.97,2.81E-55,9,ACTG1
TPM12,5.03E-59,1.3473576,0.822,0.786,1.13E-54,9,TPM1
ANXA22,1.02E-58,1.216398,0.745,0.547,2.29E-54,9,ANXA2
S100A112,2.00E-53,1.1927011,0.83,0.791,4.49E-49,9,S100A11
CSRP21,8.65E-52,1.2542099,0.548,0.29,1.94E-47,9,CSRP2
HAND11,2.88E-49,1.3316944,0.548,0.304,6.44E-45,9,HAND1
TUBB2,1.31E-48,0.6518264,0.86,0.955,2.94E-44,9,TUBB
WFDC2,1.89E-47,0.3730573,0.152,0.026,4.22E-43,9,WFDC2
AC106864.1,2.34E-47,1.266676,0.168,0.031,5.23E-43,9,AC106864.1
GSTP11,7.56E-41,0.4863106,0.922,0.973,1.69E-36,9,GSTP1
TPM21,3.13E-38,0.9784512,0.788,0.795,7.01E-34,9,TPM2
CRABP21,1.05E-37,1.1075174,0.405,0.194,2.35E-33,9,CRABP2
